,county,num_blocks,num_tracts
2652,48327,646,1
2653,48329,3897,27
2654,48331,2285,7
2655,48333,885,2
2656,48335,2080,2
2657,48337,2464,6
2658,48339,7219,59
2659,48341,1922,4
2660,48343,1058,3
2661,48345,1065,1
2662,48347,2381,13
2663,48349,4448,10
2664,48351,1892,4
2665,48353,2878,5
2666,48355,8281,82
2667,48357,896,3
2668,48359,1165,1
2669,48361,4239,21
2670,48363,3681,9
2671,48365,1685,6
2672,48367,4427,19
2673,48369,2720,2
2674,48371,4915,4
2675,48373,3590,10
2676,48375,5204,34
2677,48377,2052,2
2678,48379,686,2
2679,48381,3486,29
2680,48383,1183,1
2681,48385,1208,1
2682,48387,1562,4
2683,48389,2383,5
2684,48391,1045,2
2685,48393,959,1
2686,48395,1853,5
2687,48397,1887,11
2688,48399,2479,4
2689,48401,3118,13
2690,48403,1108,3
2691,48405,1070,3
2692,48407,1801,4
2693,48409,3076,16
2694,48411,1513,2
2695,48413,1217,1
2696,48415,2949,4
2697,48417,1231,1
2698,48419,1849,6
2699,48421,1042,1
2700,48423,6812,41
2701,48425,1066,2
2702,48427,4313,15
2703,48429,1956,3
2704,48431,1000,1
2705,48433,1122,1
2706,48435,1224,1
2707,48437,2741,3
2708,48439,35067,357
2709,48441,5400,38
2710,48443,1000,1
2711,48445,2289,3
2712,48447,1110,1
2713,48449,1664,8
2714,48451,6222,25
2715,48453,15922,218
2716,48455,1513,5
2717,48457,2239,5
2718,48459,2281,7
2719,48461,2106,2
2720,48463,3511,5
2721,48465,3539,10
2722,48467,2953,10
2723,48469,3346,23
2724,48471,2514,10
2725,48473,1925,6
2726,48475,3305,3
2727,48477,2351,6
2728,48479,6915,61
2729,48481,4050,11
2730,48483,2018,2
2731,48485,4919,37
2732,48487,2112,4
2733,48489,2224,6
2734,48491,9081,89
2735,48493,1953,11
2736,48495,1454,3
2737,48497,4014,11
2738,48499,3404,10
2739,48501,1982,2
2740,48503,2301,4
2741,48505,1766,3
2742,48507,2564,4
2743,49001,2152,2
2744,49003,4045,11
2745,49005,3829,26
2746,49007,2065,5
2747,49009,753,1
2748,49011,6197,54
2749,49013,2670,3
2750,49015,2818,3
2751,49017,2747,2
2752,49019,1640,2
2753,49021,4447,8
2754,49023,2463,2
2755,49025,1629,2
2756,49027,4235,3
2757,49029,955,2
2758,49031,845,1
2759,49033,1657,1
2760,49035,14935,212
2761,49037,4546,4
2762,49039,3690,5
2763,49041,3422,5
2764,49043,3563,13
2765,49045,5027,11
2766,49047,3614,6
2767,49049,17178,128
2768,49051,2043,4
2769,49053,5513,21
2770,49055,1229,1
2771,49057,5499,50
2772,50001,2100,10
2773,50003,1924,12
2774,50005,2400,10
2775,50007,3310,35
2776,50009,1179,3
2777,50011,2182,10
2778,50013,456,2
2779,50015,1318,7
2780,50017,2196,10
2781,50019,2285,10
2782,50021,3304,20
2783,50023,2857,19
2784,50025,2981,18
2785,50027,4088,18
2786,51001,4204,12
2787,51003,3527,22
2788,51005,1701,6
2789,51007,1137,2
2790,51009,2079,9
2791,51011,1219,3
2792,51013,2188,59
2793,51015,4370,13
2794,51017,777,1
2795,51019,3672,16
2796,51021,1001,2
2797,51023,2221,8
2798,51025,2680,5
2799,51027,2699,7
2800,51029,1583,4
2801,51031,3343,12
2802,51033,2524,7
2803,51035,2413,7
2804,51036,635,3
2805,51037,1708,3
2806,51041,6469,71
2807,51043,1262,3
2808,51045,917,1
2809,51047,1648,8
2810,51049,938,2
2811,51051,1466,4
2812,51053,2992,7
2813,51057,1140,3
2814,51059,11226,258
2815,51061,2986,17
2816,51063,1245,3
2817,51065,1365,4
2818,51067,3545,10
2819,51069,3116,14
2820,51071,1617,4
2821,51073,1839,8
2822,51075,1075,5
2823,51077,2043,5
2824,51079,757,3
2825,51081,1478,3
2826,51083,3958,9
2827,51085,3183,23
2828,51087,6354,64
2829,51089,2677,14
2830,51091,745,1
2831,51093,1574,8
2832,51095,1942,11
2833,51097,960,2
2834,51099,911,5
2835,51101,1351,4
2836,51103,1490,4
2837,51105,2330,6
2838,51107,5991,65
2839,51109,2212,6
2840,51111,1752,3
2841,51113,1006,2
2842,51115,850,3
2843,51117,3748,9
2844,51119,1356,5
2845,51121,3560,16
2846,51125,2070,3
2847,51127,987,3
2848,51131,2265,4
2849,51133,2375,4
2850,51135,1919,4
2851,51137,1450,5
2852,51139,1793,5
2853,51141,2021,4
2854,51143,4680,16
2855,51145,954,5
2856,51147,1454,5
2857,51149,1790,7
2858,51153,6116,83
2859,51155,2581,10
2860,51157,891,2
2861,51159,579,2
2862,51161,2860,18
2863,51163,2540,4
2864,51165,5531,19
2865,51167,2673,7
2866,51169,2554,6
2867,51171,2084,9
2868,51173,2375,9
2869,51175,2014,5
2870,51177,3414,30
2871,51179,1934,27
2872,51181,976,2
2873,51183,2201,5
2874,51185,3433,11
2875,51187,1987,8
2876,51191,3528,13
2877,51193,1766,4
2878,51195,2969,11
2879,51197,2644,6
2880,51199,2417,15
2881,51510,1294,38
2882,51515,247,1
2883,51520,919,4
2884,51530,551,1
2885,51540,803,12
2886,51550,3835,41
2887,51570,523,5
2888,51580,384,2
2889,51590,1548,16
2890,51595,386,2
2891,51600,309,5
2892,51610,213,3
2893,51620,282,2
2894,51630,669,6
2895,51640,318,2
2896,51650,3511,34
2897,51660,818,11
2898,51670,1021,7
2899,51678,219,1
2900,51680,2093,19
2901,51683,617,7
2902,51685,145,2
2903,51690,414,5
2904,51700,3381,44
2905,51710,6481,81
2906,51720,244,1
2907,51730,1437,11
2908,51735,229,4
2909,51740,3048,31
2910,51750,530,3
2911,51760,5213,66
2912,51770,3601,23
2913,51775,901,5
2914,51790,711,6
2915,51800,2957,28
2916,51810,7351,100
2917,51820,887,5
2918,51830,394,3
2919,51840,698,5
2920,53001,2073,5
2921,53003,821,6
2922,53005,4902,37
2923,53007,4501,14
2924,53009,3439,22
2925,53011,7205,104
2926,53013,793,1
2927,53015,3198,24
2928,53017,2372,8
2929,53019,2403,3
2930,53021,2389,13
2931,53023,593,1
2932,53025,4833,16
2933,53027,5589,17
2934,53029,2075,22
2935,53031,2565,8
2936,53033,35838,398
2937,53035,4583,55
2938,53037,4410,8
2939,53039,2236,3
2940,53041,4288,20
2941,53043,3126,4
2942,53045,2465,14
2943,53047,5536,10
2944,53049,2090,8
2945,53051,1928,5
2946,53053,14506,172
2947,53055,1077,5
2948,53057,4436,30
2949,53059,1290,5
2950,53061,11307,151
2951,53063,14903,105
2952,53065,4021,12
2953,53067,6097,50
2954,53069,843,1
2955,53071,2584,12
2956,53073,6257,34
2957,53075,3539,10
2958,53077,8463,45
2959,54001,1662,4
2960,54003,2749,14
2961,54005,2282,8
2962,54007,2233,3
2963,54009,1207,6
2964,54011,3301,29
2965,54013,998,2
2966,54015,1111,3
2967,54017,933,2
2968,54019,3885,12
2969,54021,1262,2
2970,54023,1332,3
2971,54025,4369,7
2972,54027,2402,5
2973,54029,1265,8
2974,54031,1662,3
2975,54033,4644,22
2976,54035,2544,6
2977,54037,1868,15
2978,54039,11503,53
2979,54041,2006,5
2980,54043,1709,5
2981,54045,2688,9
2982,54047,2938,8
2983,54049,3480,18
2984,54051,2196,9
2985,54053,2852,6
2986,54055,3601,16
2987,54057,1881,7
2988,54059,1493,7
2989,54061,4303,24
2990,54063,1577,3
2991,54065,1206,4
2992,54067,3111,7
2993,54069,2408,18
2994,54071,2265,3
2995,54073,1273,2
2996,54075,2065,4
2997,54077,3503,8
2998,54079,2621,10
2999,54081,3999,17
3000,54083,2935,7
3001,54085,2105,3
3002,54087,1356,4
3003,54089,1745,4
3004,54091,1235,4
3005,54093,1310,3
3006,54095,1153,3
3007,54097,1804,6
3008,54099,2562,11
3009,54101,2084,3
3010,54103,1671,5
3011,54105,1017,2
3012,54107,5551,26
3013,54109,2303,6
3014,55001,2267,7
3015,55003,2256,8
3016,55005,3381,10
3017,55007,2907,6
3018,55009,5672,54
3019,55011,1927,5
3020,55013,2225,6
3021,55015,2050,11
3022,55017,3712,11
3023,55019,3265,8
3024,55021,4076,12
3025,55023,2010,6
3026,55025,12568,107
3027,55027,4659,20
3028,55029,2320,10
3029,55031,3684,13
3030,55033,3021,8
3031,55035,3530,20
3032,55037,796,2
3033,55039,4375,20
3034,55041,1734,4
3035,55043,4007,12
3036,55045,2582,8
3037,55047,1574,6
3038,55049,2258,6
3039,55051,1506,4
3040,55053,2427,5
3041,55055,3375,20
3042,55057,2989,7
3043,55059,4182,36
3044,55061,1213,5
3045,55063,4145,25
3046,55065,2011,5
3047,55067,1885,6
3048,55069,2415,10
3049,55071,3706,20
3050,55073,6083,27
3051,55075,4539,13
3052,55077,1753,5
3053,55078,1158,2
3054,55079,13231,298
3055,55081,3777,9
3056,55083,3160,11
3057,55085,4627,14
3058,55087,5151,40
3059,55089,2413,19
3060,55091,600,2
3061,55093,2056,8
3062,55095,3256,10
3063,55097,4226,14
3064,55099,2283,6
3065,55101,4122,45
3066,55103,1910,5
3067,55105,5479,38
3068,55107,2318,5
3069,55109,3159,14
3070,55111,4799,13
3071,55113,3104,6
3072,55115,2995,11
3073,55117,4727,27
3074,55119,1875,6
3075,55121,4450,8
3076,55123,2538,7
3077,55125,4329,5
3078,55127,4670,22
3079,55129,2879,5
3080,55131,3285,28
3081,55133,10153,86
3082,55135,3886,12
3083,55137,1914,7
3084,55139,5620,41
3085,55141,3861,17
3086,56001,3749,10
3087,56003,3886,3
3088,56005,4289,7
3089,56007,6807,5
3090,56009,3481,4
3091,56011,3442,2
3092,56013,6919,10
3093,56015,3035,4
3094,56017,1955,2
3095,56019,1408,2
3096,56021,5168,21
3097,56023,3922,4
3098,56025,7093,18
3099,56027,1268,1
3100,56029,5292,5
3101,56031,3085,2
3102,56033,3777,6
3103,56035,3024,2
3104,56037,5305,12
3105,56039,2501,4
3106,56041,2652,3
3107,56043,1902,3
3108,56045,2244,2
